Sticker_No,Core_No,Plot,Treatment,fires_since_1986,TSF,Total_carbon,Total_nitrogen,Standard,TreeOpen,CoreDepth,SoilDepth,TopsoilDepth,SoilColour,Weight (g),RatioC:N,Sticker_No,Core_No,Plot,Total_carbon,Total_nitrogen,Bulk_Den_g/cm3
201,15,106,UF,3,4,4.05,0.05,,Open,20,16,5,Yellow,80.81,81,201,15,106,4.05,0.05,1.215624854
202,3,104,UF,4,6,3.99,0.04,,Open,20,17.8,7,Yellow,88.08,99.75,202,3,104,3.99,0.04,1.190999969
203,86,9,LF,5,4,1.99,0.05,,Open,20,19,10,Yellow-Grey,94.08,39.8,203,86,9,1.99,0.05,1.191785657
204,84,11,LF,2,8,4.67,0.1,,Tree,15,14.4,14,Grey,64.35,46.7,204,84,11,4.67,0.1,1.075574521
205,37,69,UR,3,4,2.96,0.06,,Open,20,18.1,5,Grey,94.95,49.33333333,205,37,69,2.96,0.06,1.262614699
206,55,71,UR,3,4,1.55,0.03,,Open,20,16.2,2,Yellow,85.63,51.66666667,206,55,71,1.55,0.03,1.272229249
207,93,8,LF,3,6,1.46,0.04,,Open,20,16.8,2,Yellow,102.32,36.5,207,93,8,1.46,0.04,1.465904562
208,94,8,LF,3,6,4.68,0.11,,Tree,20,16,16,Grey,69.82,42.54545455,208,94,8,4.68,0.11,1.05030228
209,44,67,UR,3,4,2.73,0.03,,Open,20,16,7,Yellow,72.96,91,209,44,67,2.73,0.03,1.097537301
210,36,107,UF,4,4,3.84,0.08,,Tree,20,16.2,4,Grey,90.33,48,210,36,107,3.84,0.08,1.342058485
211,50,68,UR,1,4,3.71,0.08,,Open,20,17.5,5,Grey,86.71,46.375,211,50,68,3.71,0.08,1.192574679
212,94,8,LF,3,6,4.7,0.11,,Tree,20,16,16,Grey,69.82,42.72727273,212,94,8,4.7,0.11,1.05030228
213,119,31,LR,3,4,2.06,0.03,,Tree,20,15,2,Yellow,83.01,68.66666667,213,119,31,2.06,0.03,1.331967418
214,63,70,UR,4,4,4.48,0.06,,Open,20,16.7,5,Yellow,80.89,74.66666667,214,63,70,4.48,0.06,1.165823515
215,26,108,UF,3,6,2.76,0.04,,Open,20,17.4,6,Yellow,87.44,69,215,26,108,2.76,0.04,1.209526387
216,86,9,LF,5,4,1.98,0.04,,Open,20,19,10,Yellow-Grey,94.08,49.5,216,86,9,1.98,0.04,1.191785657
217,3,104,UF,4,6,3.98,0.04,,Open,20,17.8,7,Yellow,88.08,99.5,217,3,104,3.98,0.04,1.190999969
218,3,104,UF,4,6,3.97,0.04,,Open,20,17.8,7,Yellow,88.08,99.25,218,3,104,3.97,0.04,1.190999969
219,79,11,LF,2,8,2.28,0.06,,Open,20,16.5,7,Grey,86.39,38,219,79,11,2.28,0.06,1.260184044
220,75,7,LF,6,4,2.94,0.05,,Open,20,16.5,3,Yellow,80.34,58.8,220,75,7,2.94,0.05,1.171931775
221,28,108,UF,3,6,5.63,0.08,,Tree,20,14.6,5,Grey,72.81,70.375,221,28,108,5.63,0.08,1.200307782
222,15,106,UF,3,4,4.07,0.05,,Open,20,16,5,Yellow,80.81,81.4,222,15,106,4.07,0.05,1.215624854
223,41,69,UR,3,4,3.82,0.08,,Tree,20,18,,Grey,99.43,47.75,223,41,69,3.82,0.08,1.329533795
224,39,69,UR,3,4,2,0.05,,Open,20,18,2,Grey,105.23,40,224,39,69,2,0.05,1.407088818
225,93,8,LF,3,6,1.47,0.04,,Open,20,16.8,2,Yellow,102.32,36.75,225,93,8,1.47,0.04,1.465904562
226,3100,65,LN,0,40,3.15,0.06,,Tree,20,16.7,4,Yellow,82.88,52.5,226,3100,65,3.15,0.06,1.194504301
227,28,108,UF,3,6,5.62,0.08,,Tree,20,14.6,5,Grey,72.81,70.25,227,28,108,5.62,0.08,1.200307782
228,83,11,LF,2,8,4.36,0.06,,Tree,20,15.7,8,Yellow-Grey,69.61,72.66666667,228,83,11,4.36,0.06,1.067152357
229,44,67,UR,3,4,2.73,0.03,,Open,20,16,7,Yellow,72.96,91,229,44,67,2.73,0.03,1.097537301
230,59,71,UR,3,4,1.92,0.03,,Tree,20,16.4,1,Yellow-Grey,96.79,64,230,59,71,1.92,0.03,1.420499511
231,18,106,UF,3,4,5.59,0.06,,Tree,20,16,7,Yellow-Grey,73.65,93.16666667,231,18,106,5.59,0.06,1.107916972
232,47,67,UR,3,4,2.09,0.02,,Tree,20,16.5,5,Yellow,75.33,104.5,232,47,67,2.09,0.02,1.098850145
233,94,8,LF,3,6,4.66,0.11,,Tree,20,16,16,Grey,69.82,42.36363636,233,94,8,4.66,0.11,1.05030228
234,6131,,#N/A,#N/A,#N/A,0.74,0.00117,1% char 1.5% kaolin,N/A,,,,,,632.4786325,234,6131,,0.74,0.00117,#DIV/0!
235,30,108,UF,3,6,5.11,0.08,,Tree,20,15,6,Yellow,71.39,63.875,235,30,108,5.11,0.08,1.145514444
236,105,36,LR,1,4,2.07,0.04,,Open,20,18,3,Yellow,85.74,51.75,236,105,36,2.07,0.04,1.146477196
237,54,68,UR,1,4,8.72,0.14,,Tree,16.5,14,13,Grey,39,62.28571429,237,54,68,8.72,0.14,0.670488013
238,37,69,UR,3,4,2.97,0.06,,Open,20,18.1,5,Grey,94.95,49.5,238,37,69,2.97,0.06,1.262614699
239,56,71,UR,3,4,3.25,0.05,,Open,17.5,14.5,2,Yellow,66.21,65,239,56,71,3.25,0.05,1.099031227
240,35,107,UF,4,4,2.62,0.05,,Tree,20,16,3,Yellow-Grey,90.12,52.4,240,35,107,2.62,0.05,1.355675186
241,56,71,UR,3,4,3.25,0.06,,Open,17.5,14.5,2,Yellow,66.21,54.16666667,241,56,71,3.25,0.06,1.099031227
242,94,8,LF,3,6,4.64,0.11,,Tree,20,16,16,Grey,69.82,42.18181818,242,94,8,4.64,0.11,1.05030228
243,41,69,UR,3,4,3.76,0.08,,Tree,20,18,,Grey,99.43,47,243,41,69,3.76,0.08,1.329533795
244,119,31,LR,3,4,2.06,0.02,,Tree,20,15,2,Yellow,83.01,103,244,119,31,2.06,0.02,1.331967418
245,30,108,UF,3,6,5.11,0.08,,Tree,20,15,6,Yellow,71.39,63.875,245,30,108,5.11,0.08,1.145514444
246,6132,,#N/A,#N/A,#N/A,3.96,0.00736,5% char 1.5% kaolin,N/A,,,,,,538.0434783,246,6132,,3.96,0.00736,#DIV/0!
247,105,36,LR,1,4,2.1,0.02,,Open,20,18,3,Yellow,85.74,105,247,105,36,2.1,0.02,1.146477196
248,47,67,UR,3,4,8.75,0.14,,Tree,20,16.5,5,Yellow,75.33,62.5,248,47,67,8.75,0.14,1.098850145
249,54,68,UR,1,4,2.07,0.05,,Tree,16.5,14,13,Grey,39,41.4,249,54,68,2.07,0.05,0.670488013
250,36,107,UF,4,4,3.8,0.08,,Tree,20,16.2,4,Grey,90.33,47.5,250,36,107,3.8,0.08,1.342058485
251,63,70,UR,4,4,4.41,0.06,,Open,20,16.7,5,Yellow,80.89,73.5,251,63,70,4.41,0.06,1.165823515
252,84,11,LF,2,8,4.61,0.1,,Tree,15,14.4,14,Grey,64.35,46.1,252,84,11,4.61,0.1,1.075574521
253,75,7,LF,6,4,2.9,0.05,,Open,20,16.5,3,Yellow,80.34,58,253,75,7,2.9,0.05,1.171931775
254,31,107,UF,4,4,2.81,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,35.125,254,31,107,2.81,0.08,1.221133844
255,63,70,UR,4,4,4.43,0.06,,Open,20,16.7,5,Yellow,80.89,73.83333333,255,63,70,4.43,0.06,1.165823515
256,3100,65,LN,0,40,3.13,0.05,,Tree,20,16.7,4,Yellow,82.88,62.6,256,3100,65,3.13,0.05,1.194504301
257,83,11,LF,2,8,4.3,0.06,,Tree,20,15.7,8,Yellow-Grey,69.61,71.66666667,257,83,11,4.3,0.06,1.067152357
258,36,107,UF,4,4,3.81,0.08,,Tree,20,16.2,4,Grey,90.33,47.625,258,36,107,3.81,0.08,1.342058485
259,18,106,UF,3,4,5.66,0.06,,Tree,20,16,7,Yellow-Grey,73.65,94.33333333,259,18,106,5.66,0.06,1.107916972
260,8,105,UF,5,4,3.97,0.06,,Open,20,18,,Yellow,55,66.16666667,260,8,105,3.97,0.06,0.73543557
261,94,8,LF,3,6,4.65,0.11,,Tree,20,16,16,Grey,69.82,42.27272727,261,94,8,4.65,0.11,1.05030228
262,30,108,UF,3,6,5.12,0.08,,Tree,20,15,6,Yellow,71.39,64,262,30,108,5.12,0.08,1.145514444
263,83,11,LF,2,8,4.35,0.06,,Tree,20,15.7,8,Yellow-Grey,69.61,72.5,263,83,11,4.35,0.06,1.067152357
264,50,68,UR,1,4,3.66,0.07,,Open,20,17.5,5,Grey,86.71,52.28571429,264,50,68,3.66,0.07,1.192574679
265,41,69,UR,3,4,3.79,0.08,,Tree,20,18,,Grey,99.43,47.375,265,41,69,3.79,0.08,1.329533795
266,15,106,UF,3,4,4.01,0.05,,Open,20,16,5,Yellow,80.81,80.2,266,15,106,4.01,0.05,1.215624854
267,79,11,LF,2,8,2.24,0.06,,Open,20,16.5,7,Grey,86.39,37.33333333,267,79,11,2.24,0.06,1.260184044
268,56,71,UR,3,4,3.25,0.05,,Open,17.5,14.5,2,Yellow,66.21,65,268,56,71,3.25,0.05,1.099031227
269,119,31,LR,3,4,2.04,0.02,,Tree,20,15,2,Yellow,83.01,102,269,119,31,2.04,0.02,1.331967418
270,40,69,UR,3,4,2.68,0.07,,Tree,20,18,18,Grey,105.75,38.28571429,270,40,69,2.68,0.07,1.414042027
271,37,69,UR,3,4,2.98,0.06,,Open,20,18.1,5,Grey,94.95,49.66666667,271,37,69,2.98,0.06,1.262614699
272,8,105,UF,5,4,3.96,0.06,,Open,20,18,,Yellow,55,66,272,8,105,3.96,0.06,0.73543557
273,55,71,UR,3,4,1.52,0.03,,Open,20,16.2,2,Yellow,85.63,50.66666667,273,55,71,1.52,0.03,1.272229249
274,54,68,UR,1,4,8.75,0.14,,Tree,16.5,14,13,Grey,39,62.5,274,54,68,8.75,0.14,0.670488013
275,75,7,LF,6,4,2.9,0.05,,Open,20,16.5,3,Yellow,80.34,58,275,75,7,2.9,0.05,1.171931775
276,3075,38,UF,3,4,1.86,0.02,,Open,20,15.7,7,Yellow,90.5,93,276,3075,38,1.86,0.02,1.387405377
277,59,71,UR,3,4,1.89,0.03,,Tree,20,16.4,1,Yellow-Grey,96.79,63,277,59,71,1.89,0.03,1.420499511
278,28,108,UF,3,6,5.58,0.08,,Tree,20,14.6,5,Grey,72.81,69.75,278,28,108,5.58,0.08,1.200307782
279,8,105,UF,5,4,3.96,0.06,,Open,20,18,,Yellow,55,66,279,8,105,3.96,0.06,0.73543557
280,47,67,UR,3,4,2.11,0.03,,Tree,20,16.5,5,Yellow,75.33,70.33333333,280,47,67,2.11,0.03,1.098850145
281,79,11,LF,2,8,2.24,0.06,,Open,20,16.5,7,Grey,86.39,37.33333333,281,79,11,2.24,0.06,1.260184044
282,35,107,UF,4,4,2.62,0.06,,Tree,20,16,3,Yellow-Grey,90.12,43.66666667,282,35,107,2.62,0.06,1.355675186
283,6130,,#N/A,#N/A,#N/A,0,0,12.5% kaolin,N/A,,,,,,#DIV/0!,283,6130,,0,0,#DIV/0!
284,26,108,UF,3,6,2.73,0.03,,Open,20,17.4,6,Yellow,87.44,91,284,26,108,2.73,0.03,1.209526387
285,59,71,UR,3,4,1.9,0.03,,Tree,20,16.4,1,Yellow-Grey,96.79,63.33333333,285,59,71,1.9,0.03,1.420499511
286,44,67,UR,3,4,2.71,0.02,,Open,20,16,7,Yellow,72.96,135.5,286,44,67,2.71,0.02,1.097537301
287,18,106,UF,3,4,5.65,0.07,,Tree,20,16,7,Yellow-Grey,73.65,80.71428571,287,18,106,5.65,0.07,1.107916972
288,39,69,UR,3,4,1.96,0.04,,Open,20,18,2,Grey,105.23,49,288,39,69,1.96,0.04,1.407088818
289,105,36,LR,1,4,2.08,0.05,,Open,20,18,3,Yellow,85.74,41.6,289,105,36,2.08,0.05,1.146477196
290,39,69,UR,3,4,1.97,0.04,,Open,20,18,2,Grey,105.23,49.25,290,39,69,1.97,0.04,1.407088818
291,3100,65,LN,0,40,3.11,0.06,,Tree,20,16.7,4,Yellow,82.88,51.83333333,291,3100,65,3.11,0.06,1.194504301
292,35,107,UF,4,4,2.64,0.06,,Tree,20,16,3,Yellow-Grey,90.12,44,292,35,107,2.64,0.06,1.355675186
293,50,68,UR,1,4,3.64,0.07,,Open,20,17.5,5,Grey,86.71,52,293,50,68,3.64,0.07,1.192574679
294,40,69,UR,3,4,2.69,0.07,,Tree,20,18,18,Grey,105.75,38.42857143,294,40,69,2.69,0.07,1.414042027
295,55,71,UR,3,4,1.53,0.03,,Open,20,16.2,2,Yellow,85.63,51,295,55,71,1.53,0.03,1.272229249
296,84,11,LF,2,8,4.63,0.1,,Tree,15,14.4,14,Grey,64.35,46.3,296,84,11,4.63,0.1,1.075574521
297,86,9,LF,5,4,1.97,0.04,,Open,20,19,10,Yellow-Grey,94.08,49.25,297,86,9,1.97,0.04,1.191785657
298,40,69,UR,3,4,2.68,0.07,,Tree,20,18,18,Grey,105.75,38.28571429,298,40,69,2.68,0.07,1.414042027
299,26,108,UF,3,6,2.72,0.04,,Open,20,17.4,6,Yellow,87.44,68,299,26,108,2.72,0.04,1.209526387
300,93,8,LF,3,6,1.46,0.04,,Open,20,16.8,2,Yellow,102.32,36.5,300,93,8,1.46,0.04,1.465904562
301,19,103,UF,4,4,1.8,0.03,,Open,20,18.2,5,Yellow,99.01,60,301,19,103,1.8,0.03,1.309369195
302,145,45,LF,4,6,2.77,0.04,,Open,20,15.3,2,Yellow,75.5,69.25,302,145,45,2.77,0.04,1.187708781
303,24,103,UF,4,4,1.55,0.03,,Tree,20,16.6,4,Yellow,92.08,51.66666667,303,24,103,1.55,0.03,1.335093462
304,4,104,UF,4,6,2.53,0.04,,Tree,19,15.5,2,Yellow,74.62,63.25,304,4,104,2.53,0.04,1.158718639
305,5,104,UF,4,6,2.19,0.04,,Tree,18.5,17,6,Yellow,93.29,54.75,305,5,104,2.19,0.04,1.320810821
306,69,72,UR,1,4,2.8,0.03,,Open,20,10,3,Yellow,55.56,93.33333333,306,69,72,2.8,0.03,1.337262554
307,34,107,UF,4,4,5.21,0.12,,Tree,20,14.6,5,Yellow-Grey,59.48,43.41666667,307,34,107,5.21,0.12,0.980556337
308,6131,,#N/A,#N/A,#N/A,0.75,0.0023,1% char 1.5% kaolin,N/A,,,,,,326.0869565,308,6131,,0.75,0.0023,#DIV/0!
309,1,104,UF,4,6,2.95,0.05,,Open,20,18,7,Grey,94.76,59,309,1,104,2.95,0.05,1.267088629
310,16,106,UF,3,4,3.56,0.05,,Tree,20,16,7,Yellow,75.12,71.2,310,16,106,3.56,0.05,1.130030182
311,20,103,UF,4,4,4.96,0.11,,Open,12,10,4,Grey,38.33,45.09090909,311,20,103,4.96,0.11,0.922557122
312,17,106,UF,3,4,3.48,0.07,,Tree,18.5,16.8,7,Yellow,80.55,49.71428571,312,17,106,3.48,0.07,1.154013022
313,34,107,UF,4,4,5.22,0.12,,Tree,20,14.6,5,Yellow-Grey,59.48,43.5,313,34,107,5.22,0.12,0.980556337
314,10,105,UF,5,4,6.1,0.13,,Tree,18.8,14.3,2,Grey,69.08,46.92307692,314,10,105,6.1,0.13,1.162708207
315,33,107,UF,4,4,2.52,0.07,,Open,20,18.8,5,Yellow,113.25,36,315,33,107,2.52,0.07,1.449889177
316,89,9,LF,5,4,3.76,0.08,,Tree,16,16,10,Grey,81.42,47,316,89,9,3.76,0.08,1.224801084
317,19,103,UF,4,4,1.82,0.03,,Open,20,18.2,5,Yellow,99.01,60.66666667,317,19,103,1.82,0.03,1.309369195
318,108,36,LR,1,4,2.3,0.04,,Tree,20,16,5,Yellow,74.05,57.5,318,108,36,2.3,0.04,1.113934172
319,14,106,UF,3,4,2.44,0.05,,Tree,20,16.5,8,Yellow,82.82,48.8,319,14,106,2.44,0.05,1.208107912
320,5,104,UF,4,6,2.2,0.04,,Tree,18.5,17,6,Yellow,93.29,55,320,5,104,2.2,0.04,1.320810821
321,23,103,UF,4,4,1.94,0.03,,Tree,20,14.4,4,Yellow,83.59,64.66666667,321,23,103,1.94,0.03,1.397160438
322,3075,38,UF,3,4,1.88,0.03,,Open,20,15.7,7,Yellow,90.5,62.66666667,322,3075,38,1.88,0.03,1.387405377
323,4,104,UF,4,6,2.55,0.04,,Tree,19,15.5,2,Yellow,74.62,63.75,323,4,104,2.55,0.04,1.158718639
324,89,9,LF,5,4,3.78,0.08,,Tree,16,16,10,Grey,81.42,47.25,324,89,9,3.78,0.08,1.224801084
325,10,105,UF,5,4,6.1,0.13,,Tree,18.8,14.3,2,Grey,69.08,46.92307692,325,10,105,6.1,0.13,1.162708207
326,141,44,LF,6,6,2.81,0.04,,Open,20,14.8,5,Grey,72.26,70.25,326,141,44,2.81,0.04,1.17514292
327,77,7,LF,6,4,3.14,0.03,,Tree,16,12.7,4,Yellow,67.24,104.6666667,327,77,7,3.14,0.03,1.274319798
328,60,71,UR,3,4,2.32,0.04,,Tree,20,15,7,Yellow,71.25,58,328,60,71,2.32,0.04,1.143268022
329,138,43,LF,1,6,10.75,0.3,,Tree,10,7,2,Yellow,17.97,35.83333333,329,138,43,10.75,0.3,0.617880492
330,23,103,UF,4,4,1.97,0.03,,Tree,20,14.4,4,Yellow,83.59,65.66666667,330,23,103,1.97,0.03,1.397160438
331,6132,,#N/A,#N/A,#N/A,3.98,0.00894,5% char 1.5% kaolin,N/A,,,,,,445.1901566,331,6132,,3.98,0.00894,#DIV/0!
332,5,104,UF,4,6,2.19,0.04,,Tree,18.5,17,6,Yellow,93.29,54.75,332,5,104,2.19,0.04,1.320810821
333,138,43,LF,1,6,10.81,0.31,,Tree,10,7,2,Yellow,17.97,34.87096774,333,138,43,10.81,0.31,0.617880492
334,43,67,UR,3,4,2.47,0.02,,Open,18,17,7,Yellow,88.43,123.5,334,43,67,2.47,0.02,1.252002368
335,22,103,UF,4,4,2.94,0.07,,Tree,20,18,13,Yellow,89.41,42,335,22,103,2.94,0.07,1.195550805
336,14,106,UF,3,4,2.45,0.05,,Tree,20,16.5,8,Yellow,82.82,49,336,14,106,2.45,0.05,1.208107912
337,7,105,UF,5,4,1.6,0.02,,Open,19.5,16,,Yellow,84.03,80,337,7,105,1.6,0.02,1.264063315
338,2,104,UF,4,6,1.26,0.03,,Open,20,18.2,2,Yellow,99.69,42,338,2,104,1.26,0.03,1.318361933
339,82,11,LF,2,8,1.93,0.05,,Tree,20,17.7,7,Grey,101.11,38.6,339,82,11,1.93,0.05,1.374913229
340,20,103,UF,4,4,4.99,0.11,,Open,12,10,4,Grey,38.33,45.36363636,340,20,103,4.99,0.11,0.922557122
341,62,70,UR,4,4,3.06,0.03,,Open,20,16.5,6,Yellow,82.63,102,341,62,70,3.06,0.03,1.205336353
342,49,68,UR,1,4,2.09,0.04,,Open,20,18,4,Grey,98.85,52.25,342,49,68,2.09,0.04,1.321778292
343,145,45,LF,4,6,2.8,0.04,,Open,20,15.3,2,Yellow,75.5,70,343,145,45,2.8,0.04,1.187708781
344,19,103,UF,4,4,1.83,0.03,,Open,20,18.2,5,Yellow,99.01,61,344,19,103,1.83,0.03,1.309369195
345,7,105,UF,5,4,1.6,0.02,,Open,19.5,16,,Yellow,84.03,80,345,7,105,1.6,0.02,1.264063315
346,141,44,LF,6,6,2.79,0.05,,Open,20,14.8,5,Grey,72.26,55.8,346,141,44,2.79,0.05,1.17514292
347,81,11,LF,2,8,3.25,0.07,,Open,20,19,4,Yellow,86.17,46.42857143,347,81,11,3.25,0.07,1.09158344
348,6130,,#N/A,#N/A,#N/A,0,0,12.5% kaolin,N/A,,,,,,#DIV/0!,348,6130,,0,0,#DIV/0!
349,31,107,UF,4,4,2.87,0.08,,Open,20,18.5,5,Yellow-Grey,93.86,35.875,349,31,107,2.87,0.08,1.221133844
350,69,72,UR,1,4,2.81,0.03,,Open,20,10,3,Yellow,55.56,93.66666667,350,69,72,2.81,0.03,1.337262554
351,5,104,UF,4,6,2.2,0.04,,Tree,18.5,17,6,Yellow,93.29,55,351,5,104,2.2,0.04,1.320810821
352,34,107,UF,4,4,5.25,0.12,,Tree,20,14.6,5,Yellow-Grey,59.48,43.75,352,34,107,5.25,0.12,0.980556337
353,33,107,UF,4,4,2.53,0.07,,Open,20,18.8,5,Yellow,113.25,36.14285714,353,33,107,2.53,0.07,1.449889177
354,17,106,UF,3,4,3.48,0.07,,Tree,18.5,16.8,7,Yellow,80.55,49.71428571,354,17,106,3.48,0.07,1.154013022
355,16,106,UF,3,4,3.58,0.06,,Tree,20,16,7,Yellow,75.12,59.66666667,355,16,106,3.58,0.06,1.130030182
356,145,45,LF,4,6,2.79,0.04,,Open,20,15.3,2,Yellow,75.5,69.75,356,145,45,2.79,0.04,1.187708781
357,1,104,UF,4,6,2.96,0.05,,Open,20,18,7,Grey,94.76,59.2,357,1,104,2.96,0.05,1.267088629
358,43,67,UR,3,4,2.47,0.02,,Open,18,17,7,Yellow,88.43,123.5,358,43,67,2.47,0.02,1.252002368
359,60,71,UR,3,4,2.32,0.04,,Tree,20,15,7,Yellow,71.25,58,359,60,71,2.32,0.04,1.143268022
360,77,7,LF,6,4,3.14,0.03,,Tree,16,12.7,4,Yellow,67.24,104.6666667,360,77,7,3.14,0.03,1.274319798
361,4,104,UF,4,6,2.54,0.03,,Tree,19,15.5,2,Yellow,74.62,84.66666667,361,4,104,2.54,0.03,1.158718639
362,137,43,LF,1,6,2.76,0.07,,Tree,20,15.3,3,Yellow-Grey,86.36,39.42857143,362,137,43,2.76,0.07,1.358550071
363,1,104,UF,4,6,2.95,0.05,,Open,20,18,7,Grey,94.76,59,363,1,104,2.95,0.05,1.267088629
364,82,11,LF,2,8,1.92,0.05,,Tree,20,17.7,7,Grey,101.11,38.4,364,82,11,1.92,0.05,1.374913229
365,77,7,LF,6,4,3.14,0.03,,Tree,16,12.7,4,Yellow,67.24,104.6666667,365,77,7,3.14,0.03,1.274319798
366,2,104,UF,4,6,1.24,0.03,,Open,20,18.2,2,Yellow,99.69,41.33333333,366,2,104,1.24,0.03,1.318361933
367,89,9,LF,5,4,3.78,0.08,,Tree,16,16,10,Grey,81.42,47.25,367,89,9,3.78,0.08,1.224801084
368,141,44,LF,6,6,2.81,0.04,,Open,20,14.8,5,Grey,72.26,70.25,368,141,44,2.81,0.04,1.17514292
369,137,43,LF,1,6,2.75,0.07,,Tree,20,15.3,3,Yellow-Grey,86.36,39.28571429,369,137,43,2.75,0.07,1.358550071
370,137,43,LF,1,6,2.74,0.07,,Tree,20,15.3,3,Yellow-Grey,86.36,39.14285714,370,137,43,2.74,0.07,1.358550071
371,23,103,UF,4,4,1.96,0.03,,Tree,20,14.4,4,Yellow,83.59,65.33333333,371,23,103,1.96,0.03,1.397160438
372,43,67,UR,3,4,2.46,0.02,,Open,18,17,7,Yellow,88.43,123,372,43,67,2.46,0.02,1.252002368
373,17,106,UF,3,4,3.48,0.07,,Tree,18.5,16.8,7,Yellow,80.55,49.71428571,373,17,106,3.48,0.07,1.154013022
374,81,11,LF,2,8,3.27,0.08,,Open,20,19,4,Yellow,86.17,40.875,374,81,11,3.27,0.08,1.09158344
375,108,36,LR,1,4,2.3,0.04,,Tree,20,16,5,Yellow,74.05,57.5,375,108,36,2.3,0.04,1.113934172
376,14,106,UF,3,4,2.45,0.05,,Tree,20,16.5,8,Yellow,82.82,49,376,14,106,2.45,0.05,1.208107912
377,60,71,UR,3,4,2.32,0.04,,Tree,20,15,7,Yellow,71.25,58,377,60,71,2.32,0.04,1.143268022
378,22,103,UF,4,4,2.93,0.06,,Tree,20,18,13,Yellow,89.41,48.83333333,378,22,103,2.93,0.06,1.195550805
379,24,103,UF,4,4,1.55,0.03,,Tree,20,16.6,4,Yellow,92.08,51.66666667,379,24,103,1.55,0.03,1.335093462
380,81,11,LF,2,8,3.24,0.07,,Open,20,19,4,Yellow,86.17,46.28571429,380,81,11,3.24,0.07,1.09158344
381,16,106,UF,3,4,3.58,0.05,,Tree,20,16,7,Yellow,75.12,71.6,381,16,106,3.58,0.05,1.130030182
382,108,36,LR,1,4,2.31,0.04,,Tree,20,16,5,Yellow,74.05,57.75,382,108,36,2.31,0.04,1.113934172
383,49,68,UR,1,4,2.13,0.05,,Open,20,18,4,Grey,98.85,42.6,383,49,68,2.13,0.05,1.321778292
384,7,105,UF,5,4,1.6,0.02,,Open,19.5,16,,Yellow,84.03,80,384,7,105,1.6,0.02,1.264063315
385,46,67,UR,3,4,2.04,0.02,,Tree,20,18,5,Yellow,90.35,102,385,46,67,2.04,0.02,1.208120068
386,33,107,UF,4,4,2.55,0.07,,Open,20,18.8,5,Yellow,113.25,36.42857143,386,33,107,2.55,0.07,1.449889177
387,46,67,UR,3,4,2.04,0.02,,Tree,20,18,5,Yellow,90.35,102,387,46,67,2.04,0.02,1.208120068
388,82,11,LF,2,8,1.96,0.05,,Tree,20,17.7,7,Grey,101.11,39.2,388,82,11,1.96,0.05,1.374913229
389,62,70,UR,4,4,3.1,0.03,,Open,20,16.5,6,Yellow,82.63,103.3333333,389,62,70,3.1,0.03,1.205336353
390,24,103,UF,4,4,1.57,0.03,,Tree,20,16.6,4,Yellow,92.08,52.33333333,390,24,103,1.57,0.03,1.335093462
391,46,67,UR,3,4,2.03,0.02,,Tree,20,18,5,Yellow,90.35,101.5,391,46,67,2.03,0.02,1.208120068
392,138,43,LF,1,6,10.8,0.3,,Tree,10,7,2,Yellow,17.97,36,392,138,43,10.8,0.3,0.617880492
393,5,104,UF,4,6,2.22,0.05,,Tree,18.5,17,6,Yellow,93.29,44.4,393,5,104,2.22,0.05,1.320810821
394,22,103,UF,4,4,2.95,0.06,,Tree,20,18,13,Yellow,89.41,49.16666667,394,22,103,2.95,0.06,1.195550805
395,2,104,UF,4,6,1.27,0.03,,Open,20,18.2,2,Yellow,99.69,42.33333333,395,2,104,1.27,0.03,1.318361933
396,62,70,UR,4,4,3.11,0.03,,Open,20,16.5,6,Yellow,82.63,103.6666667,396,62,70,3.11,0.03,1.205336353
397,49,68,UR,1,4,2.12,0.04,,Open,20,18,4,Grey,98.85,53,397,49,68,2.12,0.04,1.321778292
398,20,103,UF,4,4,5.05,0.11,,Open,12,10,4,Grey,38.33,45.90909091,398,20,103,5.05,0.11,0.922557122
399,10,105,UF,5,4,6.16,0.13,,Tree,18.8,14.3,2,Grey,69.08,47.38461538,399,10,105,6.16,0.13,1.162708207
400,69,72,UR,1,4,2.83,0.03,,Open,20,10,3,Yellow,55.56,94.33333333,400,69,72,2.83,0.03,1.337262554
401,162,47,LF,6,4,1.68,0.05,,Tree,20,16.4,2.5,Yellow,91.8,33.6,401,162,47,1.68,0.05,1.347265782
402,11,105,UF,5,4,5.79,0.07,,Tree,18,12.8,,Yellow,52.91,82.71428571,402,11,105,5.79,0.07,0.994906432
403,144,44,LF,6,6,2.31,0.04,,Tree,20,15.2,2,Yellow,84.69,57.75,403,144,44,2.31,0.04,1.341043889
404,134,43,LF,1,6,4.81,0.13,,Open,10,9,5,Yellow,35.67,37,404,134,43,4.81,0.13,0.953926792
405,148,45,LF,4,6,5.58,0.08,,Tree,20,14.2,2,Yellow,62.53,69.75,405,148,45,5.58,0.08,1.059874714
406,126,33,LR,1,4,3.69,0.07,,Tree,20,14.5,2,Grey,65.9,52.71428571,406,126,33,3.69,0.07,1.093885483
407,153,46,LF,4,6,1.84,0.02,,Open,20,14.4,2,Yellow,89.96,92,407,153,46,1.84,0.02,1.503631451
408,154,46,LF,4,6,2.96,0.05,,Tree,20,11.4,3,Yellow,47.47,59.2,408,154,46,2.96,0.05,1.002233297
